Unnamed: 0,Car Title,Car Model,Car Transmission,Car km,Car Owner,Car Fuel type,Car Registration,Car price per month,Car Price,Car Location,location
961,2018 Maruti Swift,VXI AMT,Automatic,"25,537 km",1st Owner,Petrol,KA-01,"13,333/month","6,82,000","Bellahalli, Bengaluru",Bangalore
962,2016 Honda Jazz,1.2L I-VTEC V,Manual,"78,782 km",1st Owner,Petrol,KA-51,"10,792/month","5,52,000","Bellahalli, Bengaluru",Bangalore
963,2014 Maruti Alto 800,LXI,Manual,"29,281 km",1st Owner,Petrol,KA-05,"5,748/month","2,94,000","Hosur Road, Singasandra, Bengaluru",Bangalore
964,2021 Honda City,1.5L I-VTEC VX CVT,Automatic,"39,942 km",1st Owner,Petrol,KA-01,"25,049/month","13,16,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
965,2015 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"50,516 km",1st Owner,Petrol,KA-03,"9,462/month","4,84,000","Hosur Road, Singasandra, Bengaluru",Bangalore
966,2014 Hyundai Elite i20,SPORTZ 1.4 CRDI,Manual,"1,08,913 km",2nd Owner,Diesel,KA-02,"11,300/month","5,78,000","Hosur Road, Singasandra, Bengaluru",Bangalore
967,2021 Maruti Alto,VXI PLUS,Manual,"40,561 km",1st Owner,Petrol,KA-50,"7,957/month","4,07,000","Bellahalli, Bengaluru",Bangalore
968,2016 Maruti Baleno,ALPHA DIESEL 1.3,Manual,"61,263 km",1st Owner,Diesel,KA-05,"14,643/month","7,49,000","Horamavu Agara Road, Bengaluru",Bangalore
969,2016 Maruti Alto 800,VXI,Manual,"28,925 km",2nd Owner,Petrol,KA-04,"6,354/month","3,25,000","Bellahalli, Bengaluru",Bangalore
970,2016 Ford Ecosport,TREND 1.5L PETROL,Manual,"32,465 km",1st Owner,Petrol,KA-51,"13,939/month","7,13,000","Sonnappanahalli
",Bangalore
971,2016 Maruti Swift,VXI,Manual,"60,777 km",1st Owner,Petrol,KA-05,"11,202/month","5,73,000","Horamavu Agara Road, Bengaluru",Bangalore
972,2017 Maruti Alto 800,LXI,Manual,"48,871 km",1st Owner,Petrol,KA-05,"6,178/month","3,16,000","Bellahalli, Bengaluru",Bangalore
973,2012 Honda Brio,S MT,Manual,"64,655 km",1st Owner,Petrol,KA-05,"6,901/month","3,53,000","Bellahalli, Bengaluru",Bangalore
974,2016 Ford Ecosport,TITANIUM+ 1.5L DIESEL,Manual,"1,06,835 km",2nd Owner,Diesel,KA-02,"13,666/month","6,99,000","GT World Mall, Bengaluru",Bangalore
975,2010 Maruti Alto K10,VXI,Manual,"41,987 km",1st Owner,Petrol,KA-25,"4,575/month","2,34,000","Bellahalli, Bengaluru",Bangalore
976,2017 Maruti Vitara Brezza,ZDI PLUS,Manual,"69,301 km",1st Owner,Diesel,KA-04,"18,482/month","9,71,000","Sonnappanahalli
",Bangalore
977,2019 Maruti S PRESSO,VXI+,Manual,"15,871 km",1st Owner,Petrol,KA-01,"9,013/month","4,61,000","Horamavu Agara Road, Bengaluru",Bangalore
978,2014 Hyundai Grand i10,ASTA (O) 1.2 KAPPA VTVT,Manual,"20,042 km",1st Owner,Petrol,KA-51,"9,736/month","4,98,000","Bellahalli, Bengaluru",Bangalore
979,2020 Maruti Alto,VXI PLUS,Manual,"73,140 km",2nd Owner,Petrol,KA-09,"7,605/month","3,89,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
980,2016 Maruti Baleno,DELTA CVT PETROL 1.2,Automatic,"67,225 km",1st Owner,Petrol,KA-03,"12,610/month","6,45,000","Horamavu Agara Road, Bengaluru",Bangalore
981,2017 Maruti Vitara Brezza,ZDI PLUS DUAL TONE,Manual,"94,127 km",1st Owner,Diesel,KA-02,"17,302/month","9,09,000","Garuda Mall, Magrath Road, Bengaluru",Bangalore
982,2014 Hyundai Grand i10,ASTA AT 1.2 KAPPA VTVT,Automatic,"49,290 km",2nd Owner,Petrol,KA-51,"8,934/month","4,57,000","Sonnappanahalli
",Bangalore
983,2018 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"25,971 km",1st Owner,Petrol,KA-03,"11,711/month","5,99,000","Horamavu Agara Road, Bengaluru",Bangalore
984,2022 Maruti S PRESSO,VXI+,Manual,"6,922 km",1st Owner,Petrol,KA-51,"10,870/month","5,56,000","GT World Mall, Bengaluru",Bangalore
985,2019 Maruti S PRESSO,VXI+,Manual,"51,395 km",1st Owner,Petrol,KA-42,"8,719/month","4,46,000","Bellahalli, Bengaluru",Bangalore
986,2016 Maruti Celerio,ZXI AMT,Automatic,"36,607 km",2nd Owner,Petrol,KA-03,"9,834/month","5,03,000","Bellahalli, Bengaluru",Bangalore
987,2017 Maruti Vitara Brezza,ZDI PLUS,Manual,"40,988 km",1st Owner,Diesel,KA-03,"19,358/month","10,17,000","Garuda Mall, Magrath Road, Bengaluru",Bangalore
988,2016 Honda Jazz,1.2L I-VTEC V,Manual,"90,773 km",2nd Owner,Petrol,KA-05,"11,202/month","5,73,000","GT World Mall, Bengaluru",Bangalore
989,2021 Maruti Baleno,ALPHA CVT PETROL 1.2,Automatic,"9,358 km",1st Owner,Petrol,KA-51,"18,444/month","9,69,000","Bellahalli, Bengaluru",Bangalore
990,2016 Ford Ecosport,1.5 TITANIUM TI VCT AT,Automatic,"63,805 km",1st Owner,Petrol,KA-04,"13,666/month","6,99,000","Bellahalli, Bengaluru",Bangalore
991,2015 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"1,01,356 km",2nd Owner,Petrol,KA-20,"8,367/month","4,28,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
992,2019 Maruti Swift,VXI AMT,Automatic,"48,168 km",1st Owner,Petrol,KA-51,"13,411/month","6,86,000","Horamavu Agara Road, Bengaluru",Bangalore
993,2021 Toyota YARIS,G CVT,Automatic,"33,206 km",1st Owner,Petrol,KA-42,"18,615/month","9,78,000","Bellahalli, Bengaluru",Bangalore
994,2017 Honda Jazz,1.2 V AT,Automatic,"70,602 km",1st Owner,Petrol,KA-02,"12,512/month","6,40,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
995,2016 Maruti Celerio,ZXI AMT,Automatic,"58,198 km",2nd Owner,Petrol,KA-51,"9,540/month","4,88,000","Bellahalli, Bengaluru",Bangalore
996,2017 Maruti Wagon R 1.0,VXI AMT,Automatic,"17,386 km",2nd Owner,Petrol,KA-02,"10,029/month","5,13,000","Sonnappanahalli
",Bangalore
997,2016 Maruti Celerio,ZXI AMT,Automatic,"33,371 km",1st Owner,Petrol,KA-41,"9,853/month","5,04,000","Horamavu Agara Road, Bengaluru",Bangalore
998,2014 Renault Duster,85 PS RXL PLUS DIESEL,Manual,"66,463 km",1st Owner,Diesel,KA-53,"13,763/month","7,04,000","Bellahalli, Bengaluru",Bangalore
999,2021 Renault Kiger,RXZ TURBO CVT,Automatic,"48,938 km",2nd Owner,Petrol,KA-03,"18,311/month","9,62,000","Bellahalli, Bengaluru",Bangalore
1000,2017 Maruti Baleno,ZETA PETROL 1.2,Manual,"40,356 km",1st Owner,Petrol,KA-53,"13,920/month","7,12,000","GT World Mall, Bengaluru",Bangalore
1001,2017 Hyundai Grand i10,ASTA 1.2 KAPPA VTVT,Manual,"28,593 km",1st Owner,Petrol,KA-01,"11,711/month","5,99,000","Bellahalli, Bengaluru",Bangalore
1002,2017 Maruti Swift,ZXI,Manual,"42,809 km",1st Owner,Petrol,KA-05,"13,216/month","6,76,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
1003,2016 Maruti Baleno,ALPHA DIESEL 1.3,Manual,"89,837 km",1st Owner,Diesel,KA-04,"14,154/month","7,24,000","Sonnappanahalli
",Bangalore
1004,2017 Maruti Vitara Brezza,ZDI PLUS,Manual,"69,004 km",1st Owner,Diesel,KA-41,"18,710/month","9,83,000","Horamavu Agara Road, Bengaluru",Bangalore
1005,2015 Hyundai Grand i10,ASTA AT 1.2 KAPPA VTVT,Automatic,"82,195 km",1st Owner,Petrol,KA-05,"9,286/month","4,75,000","GT World Mall, Bengaluru",Bangalore
1006,2017 Maruti Baleno,DELTA CVT PETROL 1.2,Automatic,"58,666 km",1st Owner,Petrol,KA-25,"13,216/month","6,76,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
1007,2017 Maruti Baleno,ZETA PETROL 1.2,Manual,"33,850 km",2nd Owner,Petrol,KA-03,"13,763/month","7,04,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
1008,2022 Hyundai AURA,SX 1.2,Manual,"10,843 km",1st Owner,Petrol,KA-51,"16,065/month","8,44,000","Bellahalli, Bengaluru",Bangalore
1009,2017 Maruti Celerio,ZXI AMT (O),Automatic,"22,479 km",2nd Owner,Petrol,KA-05,"10,714/month","5,48,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
1010,2019 Maruti S PRESSO,VXI+,Manual,"53,125 km",1st Owner,Petrol,KA-51,"8,348/month","4,27,000","Bellahalli, Bengaluru",Bangalore
1011,2018 Maruti Celerio,ZXI,Manual,"50,731 km",1st Owner,Petrol,KA-01,"9,658/month","4,94,000","Hosur Road, Singasandra, Bengaluru",Bangalore
1012,2015 Maruti Celerio,VXI,Manual,"44,385 km",1st Owner,Petrol,KA-01,"8,524/month","4,36,000","Sonnappanahalli
",Bangalore
1013,2017 Maruti Dzire,VXI AMT,Automatic,"16,786 km",1st Owner,Petrol,KA-02,"13,411/month","6,86,000","Bellahalli, Bengaluru",Bangalore
1014,2015 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"46,156 km",1st Owner,Petrol,KA-51,"9,482/month","4,85,000","Bellahalli, Bengaluru",Bangalore
1015,2021 Toyota YARIS,G MT,Manual,"17,875 km",2nd Owner,Petrol,KA-42,"18,501/month","9,72,000","Bellahalli, Bengaluru",Bangalore
1016,2016 Maruti Celerio,ZXI AMT,Automatic,"28,813 km",1st Owner,Petrol,KA-02,"10,479/month","5,36,000","Horamavu Agara Road, Bengaluru",Bangalore
1017,2018 Hyundai NEW SANTRO,ASTA MT,Manual,"47,418 km",1st Owner,Petrol,KA-41,"11,085/month","5,67,000","Bellahalli, Bengaluru",Bangalore
1018,2017 Maruti Celerio,ZXI AMT (O),Automatic,"50,894 km",2nd Owner,Petrol,KA-50,"9,345/month","4,78,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
1019,2015 Maruti Celerio,ZXI,Manual,"40,304 km",2nd Owner,Petrol,KA-53,"9,110/month","4,66,000","Sonnappanahalli
",Bangalore
1020,2021 Tata Tiago,XZ PLUS DUAL TONE PETROL,Manual,"35,097 km",1st Owner,Petrol,KA-06,"14,311/month","7,32,000","Hosur Road, Singasandra, Bengaluru",Bangalore
1021,2017 Honda Jazz,1.2L I-VTEC V AT,Automatic,"69,054 km",1st Owner,Petrol,KA-05,"12,375/month","6,33,000","Horamavu Agara Road, Bengaluru",Bangalore
1022,2021 Maruti Baleno,ALPHA CVT PETROL 1.2,Automatic,"8,548 km",1st Owner,Petrol,KA-02,"18,311/month","9,62,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
1023,2016 Maruti Baleno,DELTA CVT PETROL 1.2,Automatic,"63,837 km",2nd Owner,Petrol,KA-05,"12,825/month","6,56,000","Bellahalli, Bengaluru",Bangalore
1024,2019 Maruti Dzire,ZXI PLUS AMT,Automatic,"51,801 km",1st Owner,Petrol,KA-51,"14,858/month","7,60,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
1025,2019 Hyundai NEW SANTRO,SPORTZ MT,Manual,"35,711 km",1st Owner,Petrol,KA-04,"10,577/month","5,41,000","Sonnappanahalli
",Bangalore
1026,2015 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"25,852 km",1st Owner,Petrol,KA-19,"10,166/month","5,20,000","Sonnappanahalli
",Bangalore
1027,2016 Maruti Celerio,ZXI AMT,Automatic,"17,444 km",1st Owner,Petrol,KA-04,"10,381/month","5,31,000","Bellahalli, Bengaluru",Bangalore
1028,2017 Maruti Baleno,DELTA PETROL 1.2,Manual,"84,422 km",1st Owner,Petrol,KA-53,"9,853/month","5,04,000","Bellahalli, Bengaluru",Bangalore
1029,2011 Hyundai Verna,FLUIDIC 1.6 CRDI EX,Manual,"83,667 km",2nd Owner,Diesel,KA-03,"7,527/month","3,85,000","Bellahalli, Bengaluru",Bangalore
1030,2018 Jeep Compass,SPORT 2.0 DIESEL,Manual,"79,040 km",1st Owner,Diesel,KA-53,"24,307/month","12,77,000","Garuda Mall, Magrath Road, Bengaluru",Bangalore
1031,2016 Volkswagen Polo,GT TSI AT,Automatic,"96,698 km",2nd Owner,Petrol,KA-09,"13,842/month","7,08,000","Sonnappanahalli
",Bangalore
1032,2014 Ford Ecosport,TITANIUM 1.0L ECOBOOST,Manual,"1,21,782 km",2nd Owner,Petrol,KA-04,"9,247/month","4,73,000","Bellahalli, Bengaluru",Bangalore
1033,2018 Maruti Baleno,SIGMA DIESEL 1.3,Manual,"60,281 km",2nd Owner,Diesel,KA-50,"11,222/month","5,74,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
1034,2012 Hyundai i20,MAGNA (O) 1.4 CRDI,Manual,"64,958 km",2nd Owner,Diesel,KA-01,"6,979/month","3,57,000","Bellahalli, Bengaluru",Bangalore
1035,2017 Renault Kwid,1.0 RXT 02 Anniversary Edition,Manual,"30,810 km",1st Owner,Petrol,KA-02,"6,979/month","3,57,000","Bellahalli, Bengaluru",Bangalore
1036,2010 Maruti Swift,VXI,Manual,"99,276 km",2nd Owner,Petrol,KA-51,"6,393/month","3,27,000","Hosur Road, Singasandra, Bengaluru",Bangalore
1037,2012 Maruti Wagon R 1.0,LXI CNG,Manual,"27,267 km",1st Owner,CNG,MH-05,"5,337/month","2,73,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
1038,2013 Hyundai Verna,FLUIDIC 1.6 CRDI SX,Manual,"57,820 km",1st Owner,Diesel,KA-05,"11,261/month","5,76,000","Bellahalli, Bengaluru",Bangalore
1039,2011 Hyundai i10,ERA 1.1,Manual,"1,03,823 km",1st Owner,Petrol,KA-03,"4,555/month","2,33,000","Hosur Road, Singasandra, Bengaluru",Bangalore
1040,2014 Renault Duster,85 PS RXE DIESEL,Manual,"1,09,706 km",3rd Owner,Diesel,KA-02,"8,993/month","4,60,000","Horamavu Agara Road, Bengaluru",Bangalore
1041,2015 Maruti Swift,LXI,Manual,"60,352 km",2nd Owner,Petrol,KA-41,"8,387/month","4,29,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
1042,2020 Renault TRIBER,RXL MT,Manual,"25,179 km",2nd Owner,Petrol,KA-02,"11,906/month","6,09,000","Bellahalli, Bengaluru",Bangalore
1043,2014 Maruti Celerio,VXI AMT,Automatic,"28,577 km",3rd Owner,Petrol,KA-51,"7,136/month","3,65,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
1044,2013 Maruti Swift,VXI,Manual,"29,002 km",1st Owner,Petrol,KA-53,"9,404/month","4,81,000","Bellahalli, Bengaluru",Bangalore
1045,2013 Maruti Ertiga,ZXI,Manual,"1,12,343 km",1st Owner,Petrol,KA-19,"11,593/month","5,93,000","Bellahalli, Bengaluru",Bangalore
1046,2011 Toyota Etios Liva,G,Manual,"27,055 km",1st Owner,Petrol,KA-01,"7,410/month","3,79,000","Hosur Road, Singasandra, Bengaluru",Bangalore
1047,2011 Maruti Ritz,VDI,Manual,"75,879 km",2nd Owner,Diesel,KA-04,"6,491/month","3,32,000","Horamavu Agara Road, Bengaluru",Bangalore
1048,2021 Hyundai Creta,SX (O) 1.5 DIESEL,Manual,"66,922 km",1st Owner,Diesel,KA-03,"30,721/month","16,14,000","Garuda Mall, Magrath Road, Bengaluru",Bangalore
1049,2016 Skoda Rapid,AMBITION 1.5 TDI,Manual,"64,615 km",2nd Owner,Diesel,KA-03,"10,792/month","5,52,000","Bellahalli, Bengaluru",Bangalore
1050,2011 Hyundai Verna,FLUIDIC 1.6 VTVT SX,Manual,"38,335 km",2nd Owner,Petrol,KA-01,"8,367/month","4,28,000","Hosur Road, Singasandra, Bengaluru",Bangalore
1051,2017 Tata Tiago,XE PETROL,Manual,"38,063 km",1st Owner,Petrol,KA-04,"8,348/month","4,27,000","Hosur Road, Singasandra, Bengaluru",Bangalore
1052,2014 Honda Amaze,1.2L I-VTEC E,Manual,"45,696 km",1st Owner,Petrol,KA-03,"7,644/month","3,91,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
1053,2014 Maruti Swift,VXI,Manual,"1,23,227 km",3rd Owner,Petrol,KA-05,"7,742/month","3,96,000","Bellahalli, Bengaluru",Bangalore
1054,2010 Volkswagen Polo,COMFORTLINE 1.2L PETROL,Manual,"52,771 km",2nd Owner,Petrol,KA-03,"6,862/month","3,51,000","Bellahalli, Bengaluru",Bangalore
1055,2021 Renault Kiger,RXZ TURBO MT,Manual,"27,839 km",1st Owner,Petrol,KA-14,"15,190/month","7,77,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
1056,2013 Renault Duster,85 PS RXL DIESEL,Manual,"1,04,606 km",2nd Owner,Diesel,KA-51,"9,756/month","4,99,000","Bellahalli, Bengaluru",Bangalore
1057,2017 Hyundai Elite i20,ASTA 1.2,Manual,"41,003 km",1st Owner,Petrol,KA-02,"12,629/month","6,46,000","Bellahalli, Bengaluru",Bangalore
1058,2011 Maruti Swift,VXI,Manual,"82,830 km",2nd Owner,Petrol,KA-05,"6,608/month","3,38,000","Bellahalli, Bengaluru",Bangalore
1059,2015 Maruti Omni,5 STR,Manual,"56,292 km",1st Owner,Petrol,KA-01,"5,279/month","2,70,000","Hosur Road, Singasandra, Bengaluru",Bangalore
1060,2012 Hyundai i10,SPORTZ 1.2,Manual,"55,805 km",3rd Owner,Petrol,KA-05,"5,533/month","2,83,000","GT World Mall, Bengaluru",Bangalore
1061,2014 Hyundai Grand i10,ASTA 1.2 KAPPA VTVT,Manual,"82,149 km",2nd Owner,Petrol,KA-05,"7,683/month","3,93,000","Bellahalli, Bengaluru",Bangalore
1062,2010 Hyundai i20,MAGNA 1.2,Manual,"90,842 km",2nd Owner,Petrol,KA-03,"5,728/month","2,93,000","Sonnappanahalli
",Bangalore
1063,2012 Maruti Swift Dzire,LXI,Manual,"64,302 km",1st Owner,Petrol,KA-04,"7,801/month","3,99,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
1064,2013 Maruti Zen Estilo,LXI CNG,Manual,"38,594 km",1st Owner,CNG,KA-51,"5,396/month","2,76,000","Bellahalli, Bengaluru",Bangalore
1065,2014 Hyundai Xcent,S 1.2,Manual,"66,486 km",1st Owner,Petrol,KA-19,"7,859/month","4,02,000","Hosur Road, Singasandra, Bengaluru",Bangalore
1066,2016 Tata Tiago,XE PETROL,Manual,"1,01,386 km",1st Owner,Petrol,KA-02,"7,116/month","3,64,000","Bellahalli, Bengaluru",Bangalore
1067,2017 Maruti Swift,VDI (O),Manual,"36,496 km",1st Owner,Diesel,KA-51,"12,981/month","6,64,000","Bellahalli, Bengaluru",Bangalore
1068,2012 Hyundai Eon,ERA +,Manual,"47,816 km",2nd Owner,Petrol,KA-09,"4,184/month","2,14,000","Horamavu Agara Road, Bengaluru",Bangalore
1069,2014 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"94,221 km",2nd Owner,Petrol,KA-04,"7,488/month","3,83,000","Hosur Road, Singasandra, Bengaluru",Bangalore
1070,2019 Jeep Compass,LIMITED 1.4 PETROL AT,Automatic,"92,560 km",1st Owner,Petrol,KA-04,"26,096/month","13,71,000","Horamavu Agara Road, Bengaluru",Bangalore
1071,2012 Maruti Swift Dzire,ZDI,Manual,"93,338 km",3rd Owner,Diesel,KA-01,"8,680/month","4,44,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
1072,2016 Hyundai i10,SPORTZ 1.1,Manual,"98,602 km",2nd Owner,Petrol,KA-64,"6,823/month","3,49,000","GT World Mall, Bengaluru",Bangalore
1073,2019 Hyundai Creta,SX AT 1.6 DIESEL,Automatic,"80,463 km",1st Owner,Diesel,KA-04,"25,049/month","13,16,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
1074,2017 Maruti Celerio,VXI (O),Manual,"57,986 km",2nd Owner,Petrol,KA-06,"7,937/month","4,06,000","Bellahalli, Bengaluru",Bangalore
1075,2021 Maruti Swift,ZXI PLUS,Manual,"48,148 km",1st Owner,Petrol,KA-02,"15,445/month","7,90,000","Sonnappanahalli
",Bangalore
1076,2018 Maruti Dzire,ZXI,Manual,"76,303 km",1st Owner,Petrol,KA-02,"11,887/month","6,08,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
1077,2013 Maruti Ertiga,ZDI,Manual,"85,588 km",2nd Owner,Diesel,KA-01,"13,685/month","7,00,000","Garuda Mall, Magrath Road, Bengaluru",Bangalore
1078,2022 Maruti New Wagon-R,VXI CNG 1.0,Manual,"3,084 km",1st Owner,CNG,KA-02,"13,822/month","7,07,000","GT World Mall, Bengaluru",Bangalore
1079,2012 Skoda Rapid,ELEGANCE 1.6 TDI MT,Manual,"82,081 km",1st Owner,Diesel,KA-51,"8,602/month","4,40,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
1080,2019 Renault Kwid,RXT 0.8 (O),Manual,"31,992 km",1st Owner,Petrol,KA-02,"7,189/month","3,67,700","Hosur Road, Singasandra, Bengaluru",Bangalore
1081,2014 Volkswagen Polo,HIGHLINE DIESEL,Manual,"1,00,761 km",2nd Owner,Diesel,KA-53,"12,512/month","6,40,000","Hosur Road, Singasandra, Bengaluru",Bangalore
1082,2010 Maruti Ritz,VXI,Manual,"91,149 km",2nd Owner,Petrol,KA-04,"5,885/month","3,01,000","Hosur Road, Singasandra, Bengaluru",Bangalore
1083,2010 Maruti Wagon R 1.0,LXI,Manual,"80,330 km",2nd Owner,Petrol,UP-16,"4,594/month","2,35,000","Horamavu Agara Road, Bengaluru",Bangalore
1084,2014 Maruti Swift Dzire,VXI,Manual,"58,833 km",2nd Owner,Petrol,KA-51,"8,739/month","4,47,000","Sonnappanahalli
",Bangalore
1085,2018 Tata Tiago,XZ PETROL,Manual,"36,692 km",2nd Owner,Petrol,KA-41,"9,501/month","4,86,000","Sonnappanahalli
",Bangalore
1086,2016 Ford Ecosport,TITANIUM 1.5L PETROL AT,Automatic,"39,441 km",2nd Owner,Petrol,KA-05,"12,805/month","6,55,000","Hosur Road, Singasandra, Bengaluru",Bangalore
1087,2018 Hyundai Eon,MAGNA PLUS,Manual,"86,198 km",2nd Owner,Petrol,KA-02,"5,904/month","3,02,000","Horamavu Agara Road, Bengaluru",Bangalore
1088,2013 Hyundai i10,SPORTZ 1.2 AT,Automatic,"1,25,004 km",1st Owner,Petrol,KA-52,"6,197/month","3,17,000","Horamavu Agara Road, Bengaluru",Bangalore
1089,2010 Hyundai i10,SPORTZ 1.2 AT,Automatic,"73,914 km",2nd Owner,Petrol,KA-51,"5,787/month","2,96,000","Bellahalli, Bengaluru",Bangalore
1090,2012 Maruti Swift Dzire,ZDI,Manual,"1,00,047 km",1st Owner,Diesel,KA-51,"9,677/month","4,95,000","Bellahalli, Bengaluru",Bangalore
1091,2017 Skoda Rapid,1.5 TDI MT AMBITION,Manual,"48,960 km",2nd Owner,Diesel,KA-52,"14,780/month","7,56,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
1092,2017 Renault Duster,85 PS RXS MT DIESEL,Manual,"82,851 km",2nd Owner,Diesel,KA-02,"14,174/month","7,25,000","Bellahalli, Bengaluru",Bangalore
1093,2016 Renault Kwid,RXT 1.0,Manual,"14,993 km",1st Owner,Petrol,KA-51,"7,194/month","3,68,000","Bellahalli, Bengaluru",Bangalore
1094,2017 Datsun Redi Go,T(O) 1.0,Manual,"38,282 km",2nd Owner,Petrol,KA-25,"5,630/month","2,88,000","Hosur Road, Singasandra, Bengaluru",Bangalore
1095,2016 Mahindra TUV300,T6 PLUS AMT,Automatic,"94,469 km",2nd Owner,Diesel,KA-51,"12,356/month","6,32,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
1096,2017 Tata Tiago,XZA PETROL,Automatic,"45,408 km",1st Owner,Petrol,KA-02,"9,482/month","4,85,000","GT World Mall, Bengaluru",Bangalore
1097,2014 Honda Amaze,1.5L I-DTEC S,Manual,"77,710 km",2nd Owner,Diesel,KA-04,"7,644/month","3,91,000","Hosur Road, Singasandra, Bengaluru",Bangalore
1098,2017 Tata Tiago,XT PETROL,Manual,"69,734 km",1st Owner,Petrol,KA-19,"8,602/month","4,40,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
1099,2020 KIA SONET,HTX 1.5,Manual,"30,398 km",1st Owner,Diesel,KA-01,"18,920/month","9,94,000","Garuda Mall, Magrath Road, Bengaluru",Bangalore
1100,2014 Mahindra XUV500,W6,Manual,"95,273 km",2nd Owner,Diesel,KA-04,"15,265/month","8,02,000","Hosur Road, Singasandra, Bengaluru",Bangalore
1101,2013 Maruti Swift Dzire,VXI,Manual,"56,927 km",1st Owner,Petrol,KA-19,"8,485/month","4,34,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
1102,2021 Mahindra Thar,LX  P 4WD AT CONVERTIBLE,Automatic,"9,252 km",1st Owner,Petrol,KA-50,"29,579/month","15,54,000","Garuda Mall, Magrath Road, Bengaluru",Bangalore
1103,2016 Honda Jazz,1.2 S MT,Manual,"76,046 km",2nd Owner,Petrol,KA-41,"9,462/month","4,84,000","Bellahalli, Bengaluru",Bangalore
1104,2015 Maruti Swift,VXI,Manual,"77,147 km",3rd Owner,Petrol,KA-53,"8,876/month","4,54,000","Bellahalli, Bengaluru",Bangalore
1105,2013 Maruti Swift,VDI,Manual,"55,334 km",2nd Owner,Diesel,KA-01,"8,485/month","4,34,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
1106,2014 Maruti Swift,VDI,Manual,"1,00,015 km",1st Owner,Diesel,KA-25,"9,716/month","4,97,000","Bellahalli, Bengaluru",Bangalore
1107,2016 Mahindra TUV300,T8 AT,Automatic,"73,195 km",2nd Owner,Diesel,KA-03,"12,880/month","6,58,800","Horamavu Agara Road, Bengaluru",Bangalore
1108,2016 Maruti Celerio,ZXI,Manual,"32,357 km",1st Owner,Petrol,KA-51,"8,387/month","4,29,000","GT World Mall, Bengaluru",Bangalore
1109,2015 Tata Zest,XMS PETROL,Manual,"89,051 km",1st Owner,Petrol,KA-41,"8,094/month","4,14,000","Bellahalli, Bengaluru",Bangalore
1110,2017 Renault Kwid,RXT 1.0,Manual,"74,467 km",1st Owner,Petrol,KA-53,"6,823/month","3,49,000","Bellahalli, Bengaluru",Bangalore
1111,2013 Maruti Ritz,VXI,Manual,"54,782 km",1st Owner,Petrol,KA-05,"7,468/month","3,82,000","GT World Mall, Bengaluru",Bangalore
1112,2019 Maruti Swift,ZDI PLUS AMT,Automatic,"44,954 km",1st Owner,Diesel,KA-02,"15,347/month","7,85,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
1113,2016 Mahindra XUV500,W10,Manual,"64,061 km",2nd Owner,Diesel,KA-01,"22,460/month","11,80,000","Garuda Mall, Magrath Road, Bengaluru",Bangalore
1114,2015 Honda City,1.5L I-VTEC SV CVT,Automatic,"1,15,125 km",3rd Owner,Petrol,KA-05,"10,381/month","5,31,000","Hosur Road, Singasandra, Bengaluru",Bangalore
